,1星,2星,3星,4星,5星,actor,comment,country,date,director,language,name,score,scriptwriter,time,type
474,0.6%,1.2%,12.1%,48.6%,37.5%,河正宇,147786,['\n        '],['2008-02-14(韩国)'],罗泓轸,['\n        '],追击者 추격자,8.4,罗泓轸,125分钟,"['剧情', '惊悚', '犯罪']"
475,0.2%,0.7%,17.6%,49.1%,32.3%,阿德里亚娜·卡塞洛蒂,74376,[' '],['1937-12-21'],戴维·汉德,[' / '],白雪公主和七个小矮人 Snow White and the Seven Dwarfs,8.3,特德·西尔斯,83 分钟,"['爱情', '动画', '歌舞', '家庭', '奇幻']"
476,0.2%,1.7%,29.9%,47.6%,20.7%,周星驰,218898,['\n        '],['1992-12-17(中国香港)'],陈嘉上,[' '],武状元苏乞儿 武狀元蘇乞兒,7.7,陈建忠,96分钟(台湾),"['喜剧', '动作', '武侠', '古装']"
477,0.5%,2.6%,24.1%,48.1%,24.7%,陈道明,249921,['\n        '],"['2014-05-16(中国大陆)', '2014-05-20(戛纳电影节)']",张艺谋,['\n        '],归来,7.9,邹静之,111分钟,"['剧情', '爱情', '历史']"
478,1.2%,4.1%,25.2%,47.8%,21.7%,葛优,288397,['\n        '],['2016-12-16(中国大陆)'],程耳,['\n        '],罗曼蒂克消亡史,7.7,程耳,125分钟,"['剧情', '动作', '悬疑']"
479,0.2%,1.3%,20.5%,51.4%,26.6%,阿兹·安萨里,178910,['\n        '],"['2012-07-27(中国大陆)', '2012-06-27(法国)', '2012-07-13(美国)']",麦克·特米尔,['\n        '],冰川时代4 Ice Age: Continental Drift,8.1,迈克尔·伯格 ,88分钟,"['喜剧', '动画', '冒险']"
480,0.2%,0.4%,5.1%,25.4%,68.9%,詹姆斯·斯图尔特,49995,['\n        '],['1946-12-20'],弗兰克·卡普拉,['\n        '],生活多美好 It's a Wonderful Life,9.2,弗朗西丝·古德里奇,130 分钟,"['剧情', '爱情', '奇幻']"
481,0.1%,0.4%,10.0%,48.8%,40.7%,福山雅治,92584,['\n        '],['2013-09-28(日本)'],是枝裕和,['\n        '],如父如子 そして父になる,8.6,是枝裕和,120分钟,"['剧情', '家庭']"
482,0.1%,0.7%,13.1%,47.9%,38.2%,刘德华,157546,['\n        '],['1999-09-23(中国香港)'],杜琪峰,['\n        '],暗战 暗戰,8.5,游乃海,93 分钟,"['剧情', '动作', '犯罪']"
483,0.1%,0.4%,7.4%,36.5%,55.5%,瑞凡·菲尼克斯,74032,['\n        '],['1986-08-08(美国)'],罗伯·莱纳,['\n        '],伴我同行 Stand by Me,8.9,雷纳尔多·吉迪恩,89分钟,"['剧情', '儿童', '冒险']"
484,0.3%,0.9%,12.7%,49.0%,37.2%,裘德·洛,127071,['\n        '],['2001-03-16'],让-雅克·阿诺,['\n        '],兵临城下 Enemy at the Gates,8.4,让-雅克·阿诺,131 分钟,"['剧情', '历史', '战争']"
485,0.3%,1.7%,23.4%,49.4%,25.2%,杰伊·巴鲁切尔,200857,['\n        '],"['2014-08-14(中国大陆)', '2014-05-16(戛纳电影节)', '2014-06-13(美国)']",迪恩·德布洛斯,['\n        '],驯龙高手2 How to Train Your Dragon 2,8.0,迪恩·德布洛斯,102分钟,"['动画', '奇幻', '冒险']"
486,0.1%,0.5%,12.5%,45.0%,41.8%,高山南,86128,['\n        '],['2001-04-21(日本)'],儿玉兼嗣,[' '],名侦探柯南：通向天国的倒计时 名探偵コナン 天国へのカウントダウン,8.6,青山刚昌,100 分钟,"['动作', '动画', '悬疑', '惊悚']"
487,0.7%,3.3%,28.7%,47.1%,20.3%,希亚·拉博夫,291835,['\n        '],"['2009-06-24(中国大陆/美国)', '2009-06-19(英国)']",迈克尔·贝,['\n        '],变形金刚2 Transformers: Revenge of the Fallen,7.7,伊伦·克鲁格,150分钟,"['动作', '科幻']"
488,0.5%,3.4%,26.5%,43.5%,26.1%,艾米莉亚·克拉克,178965,['\n        '],['2016-06-03(美国)'],西娅·夏罗克,['\n        '],遇见你之前 Me Before You,7.8,斯科特·纽斯塔德,110分钟,"['剧情', '爱情']"
489,0.4%,2.0%,21.0%,47.1%,29.5%,黄渤,241330,['\n        '],['2009-01-20(中国大陆)'],宁浩,['\n        '],疯狂的赛车,8.1,崔斯韦,104分钟,"['喜剧', '动作', '冒险']"
490,0.3%,1.9%,22.8%,47.6%,27.5%,卢克·崔德威,114451,['\n        '],"['2018-11-02(中国大陆)', '2016-11-04(英国)']",罗杰·斯波蒂斯伍德,['\n        '],流浪猫鲍勃 A Street Cat Named Bob,8.0,詹姆斯·鲍恩,103分钟,"['剧情', '喜剧', '传记']"
491,0.2%,1.4%,17.5%,48.7%,32.3%,福迪亚·瓦尔什-匹罗,73938,['\n        '],"['2019(中国大陆)', '2016-01-24(圣丹斯电影节)', '2016-03-18(爱尔兰)', '2016-04-15(美国)', '2016-05-20(英国)']",约翰·卡尼,['\n        '],初恋这首情歌 Sing Street,8.2,约翰·卡尼,106分钟,"['剧情', '爱情', '音乐']"
492,0.9%,2.3%,16.6%,44.7%,35.5%,崔岷植,195373,['\n        '],['2003-11-21(韩国)'],朴赞郁,[' '],老男孩 올드보이,8.2,朴赞郁,120分钟,"['剧情', '动作', '爱情', '悬疑']"
493,0.1%,0.3%,7.7%,40.0%,51.9%,沈洁,47281,['\n        '],['1983'],吴贻弓,['\n        '],城南旧事,8.9,伊明,88分钟,['剧情']
494,0.8%,2.8%,15.8%,35.7%,44.8%,帕特里克·威尔森,118520,['\n        '],['2009-03-06(美国)'],扎克·施奈德,['\n        '],守望者 Watchmen,8.4,大卫·海特,162分钟,"['动作', '科幻', '悬疑']"
495,0.9%,2.9%,26.3%,50.5%,19.4%,张涵予,292543,['\n        '],['2014-12-23(中国大陆)'],徐克,[' '],智取威虎山,7.7,黄建新,141分钟,"['剧情', '动作', '战争', '冒险']"
496,0.4%,1.4%,15.8%,44.1%,38.3%,阿黛尔·艾克萨勒霍布洛斯,150628,['\n        '],"['2013-05-23(戛纳电影节)', '2013-10-09(法国/比利时)']",阿布戴·柯西胥,['\n        '],阿黛尔的生活 La vie d'Adèle,8.4,阿布戴·柯西胥,179分钟,"['剧情', '爱情', '同性']"
497,0.4%,3.1%,31.1%,45.3%,20.1%,约翰尼·德普,270457,['\n        '],['2011-05-20(美国/中国大陆)'],罗伯·马歇尔,['\n        '],加勒比海盗4：惊涛怪浪 Pirates of the Caribbean: On Stranger Tides,7.6,泰德·艾略特,136分钟,"['动作', '奇幻', '冒险']"
498,0.3%,1.7%,19.0%,41.6%,37.3%,维特维斯特·海伦亚沃恩酷,252559,['\n        '],['2007-11-22(泰国)'],楚克·萨克瑞科,['\n        '],爱在暹罗 รักแห่งสยาม,8.3,楚克·萨克瑞科,150分钟,"['剧情', '爱情', '同性']"
499,0.2%,1.3%,17.6%,49.4%,31.5%,埃迪·雷德梅恩,145348,['\n        '],"['2015-09-05(威尼斯电影节)', '2016-01-01(英国)']",汤姆·霍珀,['\n        '],丹麦女孩 The Danish Girl,8.2,露辛达·考克森,119分钟,"['剧情', '爱情', '传记']"
