,1星,2星,3星,4星,5星,actor,comment,country,date,director,language,name,score,scriptwriter,time,type
269,0.1%,0.7%,13.5%,50.7%,35.1%,莎拉·乔德利,64373,['\n        '],"['2019-01-11(中国大陆)', '2017-09-08(多伦多电影节)', '2018-05-25(爱尔兰)']",诺拉·托梅,['\n        '],养家之人 The Breadwinner,8.4,安妮塔·多兰,94分钟,"['剧情', '动画', '家庭']"
270,0.2%,0.7%,8.5%,36.0%,54.6%,达席尔·萨法瑞,130304,['\n        '],['2007-12-21(印度)'],阿米尔·汗,['\n        '],地球上的星星 Taare Zameen Par,8.9,阿莫尔·古普特,165分钟,"['剧情', '家庭', '儿童']"
271,0.3%,1.5%,16.5%,46.1%,35.6%,伊恩·麦克莱恩,261939,['\n        '],"['2014-02-21(中国大陆)', '2013-12-13(美国)']",彼得·杰克逊,['\n        '],霍比特人2：史矛革之战 The Hobbit: The Desolation of Smaug,8.3,J·R·R·托尔金,161分钟,"['动作', '奇幻', '冒险']"
272,0.2%,1.0%,13.9%,49.6%,35.3%,惠英红,207999,['\n        '],"['2017-11-24(中国台湾)', '2017-10-15(釜山电影节)']",杨雅喆,['\n        '],血观音 血觀音,8.4,杨雅喆,112分钟,"['剧情', '悬疑']"
273,0.1%,0.6%,11.3%,44.0%,44.0%,尼古拉斯·凯奇,237725,['\n        '],['2005-09-16(美国)'],安德鲁·尼科尔,['\n        '],战争之王 Lord of War,8.6,安德鲁·尼科尔,122 分钟,"['剧情', '犯罪']"
274,0.2%,1.0%,17.7%,51.3%,29.8%,丹尼斯·奎德,325057,['\n        '],"['2004-05-28(中国大陆/美国)', '2004-05-17(墨西哥城首映)']",罗兰·艾默里奇,[' '],后天 The Day After Tomorrow,8.2,罗兰·艾默里奇,124分钟,"['动作', '科幻', '冒险', '灾难']"
275,0.5%,1.8%,17.1%,45.5%,35.1%,伊恩·麦克莱恩,296648,['\n        '],"['2013-02-22(中国大陆)', '2012-11-28(新西兰首映)', '2012-12-14(美国)']",彼得·杰克逊,['\n        '],霍比特人1：意外之旅 The Hobbit: An Unexpected Journey,8.3,弗兰·威尔士,169分钟,"['动作', '奇幻', '冒险']"
276,0.1%,0.7%,16.9%,52.0%,30.3%,麦考利·卡尔金,271193,['\n        '],['1990-11-16'],克里斯·哥伦布,['\n        '],小鬼当家 Home Alone,8.2,约翰·休斯,103分钟,['喜剧']
277,0.9%,2.2%,18.9%,47.0%,30.9%,克里斯蒂安·贝尔,442085,['\n        '],"['2011-12-15(中国大陆)', '2011-12-23(美国)']",张艺谋,['\n        '],金陵十三钗,8.1,刘恒,145分钟,"['剧情', '历史', '战争']"
278,0.1%,0.6%,15.1%,50.6%,33.6%,艾伯特·布鲁克斯,276651,['\n        '],"['2003-07-30(中国大陆)', '2003-05-30(美国)']",安德鲁·斯坦顿,['\n        '],海底总动员 Finding Nemo,8.3,安德鲁·斯坦顿,100 分钟,"['喜剧', '动画', '冒险']"
279,0.4%,1.5%,14.8%,44.6%,38.7%,阿米尔·汗,256868,['\n        '],"['2015-05-22(中国大陆)', '2014-12-19(印度)']",拉吉库马尔·希拉尼,['\n        '],我的个神啊 PK,8.4,拉吉库马尔·希拉尼,139分钟(中国大陆),"['喜剧', '奇幻']"
280,0.1%,0.2%,2.9%,20.5%,76.3%,于是之,38892,['\n        '],['1982'],谢添,['\n        '],茶馆,9.5,老舍,118分钟,"['剧情', '历史']"
281,0.1%,0.7%,13.5%,47.5%,38.2%,约翰·特拉沃尔塔,287170,['\n        '],['1997-06-27(美国)'],吴宇森,[' '],变脸 Face/Off,8.5,麦克·韦柏,138分钟,"['动作', '科幻', '惊悚', '犯罪']"
282,0.3%,0.4%,5.1%,27.8%,66.4%,笠智众,78755,['\n        '],['1953-11-03(日本)'],小津安二郎,['\n        '],东京物语 東京物語,9.2,野田高梧,136 分钟,"['剧情', '家庭']"
283,1.0%,3.3%,25.1%,44.7%,25.9%,宋芸桦,424863,['\n        '],"['2015-08-15(中国台湾)', '2015-11-19(中国大陆)']",陈玉珊,['\n        '],我的少女时代 我的少女時代,7.8,曾咏婷,134分钟,"['喜剧', '爱情']"
284,0.2%,0.8%,11.1%,42.5%,45.5%,乔什·哈奈特,182539,['\n        '],['2001-12-18(美国)'],雷德利·斯科特,['\n        '],黑鹰坠落 Black Hawk Down,8.6,肯·诺兰,144分钟,"['动作', '历史', '战争']"
285,0.4%,3.2%,33.0%,43.4%,20.0%,小罗伯特·唐尼,317582,['\n        '],['2010-05-07(中国大陆/美国)'],乔恩·费儒,['\n        '],钢铁侠2 Iron Man 2,7.6,贾斯汀·塞洛克斯,124 分钟,"['动作', '科幻', '冒险']"
286,0.3%,1.5%,14.3%,39.8%,44.1%,道格拉斯·布斯,161763,['\n        '],"['2017-12-08(中国大陆)', '2017-06-12(安锡动画电影节)', '2017-10-13(英国)']",多洛塔·科别拉,['\n        '],至爱梵高·星空之谜 Loving Vincent,8.5,多洛塔·科别拉,95分钟,"['剧情', '动画', '传记']"
287,1.8%,4.2%,26.7%,42.3%,25.0%,冯小刚,555485,['\n        '],"['2015-12-24(中国大陆)', '2015-09-09(威尼斯电影节)']",管虎,['\n        '],老炮儿,7.7,管虎,137分钟(中国大陆),"['剧情', '犯罪']"
288,0.4%,1.3%,16.2%,50.8%,31.3%,徐峥,372386,['\n        '],['2013-12-03(中国大陆)'],宁浩,['\n        '],无人区,8.2,述平,117分钟,"['剧情', '犯罪', '西部']"
289,0.2%,1.5%,19.0%,47.3%,31.9%,约翰尼·德普,268275,['\n        '],"['2007-06-12(中国大陆)', '2007-05-25(美国)']",戈尔·维宾斯基,['\n        '],加勒比海盗3：世界的尽头 Pirates of the Caribbean: At World's End,8.2,Ted Elliott,169分钟,"['动作', '奇幻', '冒险']"
290,1.2%,3.8%,28.8%,48.4%,17.8%,王宝强,493553,['\n        '],['2015-12-31(中国大陆)'],陈思诚,['\n        '],唐人街探案,7.6,陈思诚,135分钟,"['喜剧', '动作', '悬疑']"
291,0.6%,2.2%,17.6%,45.2%,34.4%,乌玛·瑟曼,307403,['\n        '],"['2003-09-29(好莱坞首映)', '2003-10-10(美国)']",昆汀·塔伦蒂诺,['\n        '],杀死比尔 Kill Bill: Vol. 1,8.2,昆汀·塔伦蒂诺,111分钟,"['动作', '惊悚', '犯罪']"
292,0.3%,1.7%,19.1%,45.7%,33.2%,有村架纯,260736,['\n        '],"['2016-04-14(中国大陆)', '2015-05-01(日本)']",土井裕泰,['\n        '],垫底辣妹 ビリギャル,8.2,桥本裕志,117分钟,"['剧情', '家庭']"
293,0.1%,0.6%,11.6%,46.8%,40.9%,汤姆·汉克斯,192760,['\n        '],['2000-12-22(美国)'],罗伯特·泽米吉斯,['\n        '],荒岛余生 Cast Away,8.6,小威廉·保尔斯,143分钟,"['剧情', '冒险']"
294,0.2%,1.3%,18.0%,45.7%,34.8%,周星驰,256547,['\n        '],['1994-10-13(中国香港)'],李力持,['\n        '],国产凌凌漆 國產凌凌漆,8.3,谷德昭,83分钟,"['喜剧', '动作']"
295,0.4%,1.6%,15.6%,44.7%,37.7%,杰昆·菲尼克斯,306104,['\n        '],"['2013-10-12(纽约电影节)', '2014-01-10(美国)']",斯派克·琼斯,['\n        '],她 Her,8.4,斯派克·琼斯,126分钟,"['剧情', '爱情', '科幻']"
296,0.6%,1.7%,14.1%,46.3%,37.3%,何冰,221763,['\n        '],"['2015-05-15(中国大陆)', '2018-04-16(中国大陆重映)', '2014-10-19(罗马电影节)']",徐昂,['\n        '],十二公民,8.4,李玉娇,106分钟,['剧情']
297,0.3%,0.8%,8.7%,32.5%,57.7%,路易·德·菲奈斯,149184,['\n        '],['1966-12-08(法国)'],热拉尔·乌里,['\n        '],虎口脱险 La grande vadrouille,8.9,热拉尔·乌里,132分钟,"['喜剧', '战争']"
298,0.3%,1.0%,10.7%,36.3%,51.6%,布拉德·皮特,194790,['\n        '],['1994-12-16(美国)'],爱德华·兹威克,[' '],燃情岁月 Legends of the Fall,8.8,威廉·D·威特利夫,133分钟,"['剧情', '爱情', '战争', '西部']"
299,0.1%,0.6%,12.0%,46.6%,40.7%,凯特·温丝莱特,344771,['\n        '],"['2008-12-10(纽约首映)', '2009-01-30(美国)', '2009-02-26(德国)']",史蒂芬·戴德利,['\n        '],朗读者 The Reader,8.5,戴维·黑尔,124 分钟,"['剧情', '爱情']"
300,0.2%,0.6%,7.3%,30.6%,61.3%,宋在浩,92251,['\n        '],['2011-02-17(韩国)'],秋昌旼,['\n        '],我爱你 그대를 사랑합니다,9.0,姜草,118分钟,"['剧情', '爱情']"
301,0.9%,3.6%,28.9%,48.1%,18.5%,周冬雨,445447,['\n        '],"['2016-09-14(中国大陆)', '2016-10-27(中国香港)']",曾国祥,['\n        '],七月与安生,7.6,林咏琛,109分钟,"['剧情', '爱情']"
302,0.1%,0.6%,8.8%,33.3%,57.1%,高山南,126070,['\n        '],['2002-04-20(日本)'],儿玉兼嗣,['\n        '],名侦探柯南：贝克街的亡灵 名探偵コナン ベイカー街の亡霊,8.9,青山刚昌,107分钟,"['动画', '悬疑', '冒险']"
303,0.4%,1.3%,13.4%,40.4%,44.4%,伊万·麦克格雷格,317849,['\n        '],['1996-02-23(英国)'],丹尼·博伊尔,['\n        '],猜火车 Trainspotting,8.5,埃文·威尔什,94分钟,"['剧情', '犯罪']"
304,0.7%,1.6%,13.1%,40.0%,44.7%,马尔科姆·麦克道威尔,256106,['\n        '],"['1971-12-19(纽约首映)', '1972-01-13(英国)']",斯坦利·库布里克,['\n        '],发条橙 A Clockwork Orange,8.5,斯坦利·库布里克,136 分钟,"['剧情', '科幻', '犯罪']"
305,0.9%,4.6%,34.7%,41.0%,18.7%,小罗伯特·唐尼,393783,['\n        '],"['2015-05-12(中国大陆)', '2015-05-01(美国)']",乔斯·韦登,[' '],复仇者联盟2：奥创纪元 Avengers: Age of Ultron,7.4,乔斯·韦登,142分钟,"['动作', '科幻', '奇幻', '冒险']"
306,0.2%,1.7%,22.1%,48.5%,27.4%,史蒂夫·卡瑞尔,323803,['\n        '],"['2014-01-10(中国大陆)', '2013-07-03(美国)']",皮埃尔·柯芬,['\n        '],神偷奶爸2 Despicable Me 2,8.0,辛科·保罗,99分钟(中国大陆),"['喜剧', '动画', '冒险']"
307,0.2%,1.4%,21.0%,49.3%,28.1%,本·卫肖,177237,['\n        '],"['2017-12-08(中国大陆)', '2017-11-10(英国)']",保罗·金,['\n        '],帕丁顿熊2 Paddington 2,8.1,保罗·金,103分钟,"['喜剧', '动画', '家庭']"
308,0.7%,3.5%,28.0%,44.6%,23.3%,塞伊拉·沃西,319167,['\n        '],"['2018-01-19(中国大陆)', '2017-10-18(印度)']",阿德瓦·香登,['\n        '],神秘巨星 Secret Superstar,7.7,阿德瓦·香登,150分钟,"['剧情', '音乐']"
309,0.3%,1.7%,20.6%,47.3%,30.2%,约翰尼·德普,313797,['\n        '],['2005-07-15(美国)'],蒂姆·波顿,['\n        '],查理和巧克力工厂 Charlie and the Chocolate Factory,8.1,罗尔德·达尔,115 分钟,"['喜剧', '奇幻', '冒险']"
310,0.1%,0.7%,14.8%,53.5%,30.9%,汤姆·克鲁斯,326687,['\n        '],"['2012-01-28(中国大陆)', '2011-12-21(美国)']",布拉德·伯德,['\n        '],碟中谍4 Mission: Impossible - Ghost Protocol,8.3,布鲁斯·盖勒,133分钟,"['动作', '惊悚', '冒险']"
311,0.5%,3.2%,27.4%,44.7%,24.1%,埃迪·雷德梅恩,427773,['\n        '],"['2016-11-25(中国大陆)', '2016-11-18(美国/英国)']",大卫·叶茨,['\n        '],神奇动物在哪里 Fantastic Beasts and Where to Find Them,7.8,J·K·罗琳,133分钟,"['剧情', '奇幻', '冒险']"
312,0.9%,2.1%,13.8%,37.2%,46.0%,大卫·李·史密斯,257117,['\n        '],['2007-11-13(美国)'],理查德·沙因克曼,['\n        '],这个男人来自地球 The Man from Earth,8.5,杰罗姆·比克斯比,87 分钟,"['剧情', '科幻']"
313,0.2%,1.3%,15.2%,43.4%,39.9%,本·斯蒂勒,234022,['\n        '],['2013-12-25(美国)'],本·斯蒂勒,['\n        '],白日梦想家 The Secret Life of Walter Mitty,8.4,斯蒂夫·康拉德,114分钟,"['剧情', '喜剧', '冒险']"
314,0.1%,0.6%,9.7%,40.8%,48.8%,伊桑·霍克,142990,['\n        '],['1997-10-24(美国)'],安德鲁·尼科尔,['\n        '],千钧一发 Gattaca,8.7,安德鲁·尼科尔,106分钟,"['剧情', '科幻', '惊悚']"
315,0.3%,1.5%,16.0%,50.8%,31.4%,文淇,182966,['\n        '],"['2017-11-24(中国大陆)', '2017-09-07(威尼斯电影节)']",文晏,['\n        '],嘉年华,8.2,文晏,107分钟,['剧情']
316,0.5%,1.1%,10.5%,37.3%,50.6%,张国荣,128147,['\n        '],"['2009-03-26(中国大陆)', '2008-05-18(戛纳电影节)']",王家卫,['\n        '],东邪西毒：终极版 東邪西毒終極版,8.7,王家卫,93分钟,"['剧情', '动作', '爱情']"
317,0.2%,0.7%,9.3%,41.8%,48.0%,于尔根·福格尔,182969,['\n        '],['2008-03-13(德国)'],丹尼斯·甘塞尔,['\n        '],浪潮 Die Welle,8.7,丹尼斯·甘塞尔,107 分钟,"['剧情', '惊悚']"
318,0.1%,0.1%,2.3%,23.4%,74.0%,牛振华,42814,['\n        '],['1994-09-10(多伦多电影节)'],黄建新,['\n        '],背靠背，脸对脸,9.4,黄建新,141分钟,['剧情']
319,0.3%,1.6%,19.1%,46.0%,33.0%,周润发,277094,['\n        '],"['2000-07-07(中国台湾)', '2000-10-13(中国大陆)', '2000-05-16(戛纳电影节)']",李安,['\n        '],卧虎藏龙 臥虎藏龍,8.2,王蕙玲,120分钟,"['剧情', '爱情', '武侠']"
320,0.1%,0.6%,13.7%,54.5%,31.2%,汤姆·汉克斯,213825,['\n        '],"['2016-12-09(中国大陆)', '2016-09-09(美国)']",克林特·伊斯特伍德,['\n        '],萨利机长 Sully,8.3,托德·考马尔尼基,96分钟,"['剧情', '传记']"
321,0.7%,3.8%,35.5%,45.5%,14.4%,汤姆·赫兰德,331270,['\n        '],"['2017-09-08(中国大陆)', '2017-06-28(洛杉矶首映)', '2017-07-07(美国)']",乔·沃茨,['\n        '],蜘蛛侠：英雄归来 Spider-Man: Homecoming,7.4,约翰·弗朗西斯·戴利,133分钟,"['动作', '科幻', '冒险']"
322,0.2%,0.7%,9.8%,40.2%,49.1%,吉娜·戴维斯,146288,['\n        '],"['1991-05-24(美国)', '1991-05-29(法国)']",雷德利·斯科特,['\n        '],末路狂花 Thelma & Louise,8.7,卡莉·克里,130 分钟,"['剧情', '惊悚', '犯罪']"
323,0.4%,1.7%,17.7%,41.8%,38.3%,孙艺珍,302029,['\n        '],['2003-01-30'],郭在容,['\n        '],假如爱有天意 클래식,8.3,郭在容,127 分钟,"['剧情', '爱情']"
324,0.1%,0.5%,8.6%,43.9%,46.8%,阿部宽,106246,['\n        '],"['2016-05-18(戛纳电影节)', '2016-05-21(日本)']",是枝裕和,['\n        '],比海更深 海よりもまだ深く,8.7,是枝裕和,117分钟,"['剧情', '家庭']"
325,0.2%,1.3%,20.4%,46.1%,32.0%,车太贤,353259,['\n        '],['2001-07-27'],郭在容,['\n        '],我的野蛮女友 엽기적인 그녀,8.2,郭在容,123分钟(韩国),"['剧情', '喜剧', '爱情']"
326,0.2%,1.3%,21.0%,51.1%,26.4%,杰克·布莱克,417568,['\n        '],"['2008-06-20(中国大陆)', '2008-05-15(戛纳电影节)', '2008-06-06(美国)']",马克·奥斯本,[' '],功夫熊猫 Kung Fu Panda,8.0,乔纳森·阿贝尔,95分钟,"['喜剧', '动作', '动画', '冒险']"
327,0.6%,2.8%,28.0%,47.0%,21.7%,瑞恩·雷诺兹,324203,['\n        '],['2016-02-12(美国)'],蒂姆·米勒,[' '],死侍 Deadpool,7.7,瑞特·里斯,108分钟,"['喜剧', '动作', '科幻', '冒险']"
328,0.2%,0.5%,6.0%,28.8%,64.5%,克林特·伊斯特伍德,76137,['\n        '],['1966-12-23(意大利)'],赛尔乔·莱昂内,['\n        '],"黄金三镖客 Il buono, il brutto, il cattivo.",9.1,阿杰诺雷·因克罗奇,161 分钟,"['西部', '冒险']"
329,0.5%,2.2%,24.6%,49.5%,23.3%,约翰·库萨克,409526,['\n        '],"['2009-11-13(中国大陆/美国)', '2012-11-20(中国大陆 3D)']",罗兰·艾默里奇,[' '],2012,7.9,罗兰·艾默里奇,158分钟,"['动作', '科幻', '冒险', '灾难']"
330,0.4%,2.6%,26.2%,47.4%,23.4%,莱昂纳多·迪卡普里奥,406353,['\n        '],"['2013-08-30(中国大陆)', '2013-05-01(纽约首映)', '2013-05-10(美国)']",巴兹·鲁赫曼,['\n        '],了不起的盖茨比 The Great Gatsby,7.8,巴兹·鲁赫曼,143分钟(美国),"['剧情', '爱情']"
331,0.7%,4.3%,34.6%,44.3%,16.1%,克里斯·海姆斯沃斯,325962,['\n        '],"['2017-11-03(美国/中国大陆)', '2017-10-24(英国)']",塔伊加·维迪提,['\n        '],雷神3：诸神黄昏 Thor: Ragnarok,7.4,埃里克·皮尔森,130分钟,"['动作', '奇幻', '冒险']"
332,0.8%,2.5%,18.4%,44.3%,34.0%,杰克·尼科尔森,266101,['\n        '],['1980-05-23(美国)'],斯坦利·库布里克,['\n        '],闪灵 The Shining,8.2,斯坦利·库布里克,119分钟(欧洲版),"['剧情', '悬疑', '恐怖']"
333,0.2%,1.5%,23.8%,52.6%,21.8%,刘德华,342509,['\n        '],['2004-12-09(中国大陆/中国香港)'],冯小刚,['\n        '],天下无贼,7.9,王刚,113分钟,"['剧情', '动作', '犯罪']"
334,0.3%,0.9%,12.2%,43.1%,43.5%,桑德拉·布洛克,229603,['\n        '],"['2004-09-10(多伦多电影节)', '2005-05-06(美国)']",保罗·哈吉斯,['\n        '],撞车 Crash,8.6,保罗·哈吉斯,112分钟,"['剧情', '犯罪']"
335,0.1%,0.7%,17.0%,50.5%,31.8%,汤姆·汉克斯,141598,['\n        '],['1999-11-24(美国)'],约翰·拉塞特,[' '],玩具总动员2 Toy Story 2,8.3,约翰·拉塞特,92分钟,"['喜剧', '动画', '奇幻', '冒险']"
336,0.2%,1.2%,19.0%,53.7%,25.9%,詹姆斯·弗兰科,328532,['\n        '],"['2011-10-28(中国大陆)', '2011-08-05(美国)']",鲁伯特·瓦耶特,['\n        '],猩球崛起 Rise of the Planet of the Apes,8.1,里克·杰法,105分钟,"['剧情', '动作', '科幻']"
337,0.2%,0.7%,9.7%,41.1%,48.2%,佩曼·莫阿迪,177073,['\n        '],"['2012-11-13(中国大陆)', '2011-02-15(柏林电影节)', '2011-03-16(伊朗)']",阿斯哈·法哈蒂,['\n        '],一次别离 جدایی نادر از سیمین,8.7,阿斯哈·法哈蒂,123分钟,"['剧情', '家庭']"
338,0.4%,1.0%,11.8%,40.2%,46.7%,克林特·伊斯特伍德,137193,['\n        '],['1995-06-02(美国)'],克林特·伊斯特伍德,['\n        '],廊桥遗梦 The Bridges of Madison County,8.6,理查德·拉·格拉文斯,135 分钟,"['剧情', '爱情']"
339,0.5%,3.4%,29.9%,43.3%,22.9%,乔什·加德,270811,['\n        '],"['2017-03-03(中国大陆)', '2017-01-27(美国)']",拉斯·霍尔斯道姆,['\n        '],一条狗的使命 A Dog's Purpose,7.7,W·布鲁斯·卡梅伦,101分钟,"['剧情', '喜剧', '家庭']"
340,0.1%,0.7%,15.5%,48.3%,35.4%,帕顿·奥斯瓦尔特,243748,['\n        '],"['2007-10-19(中国大陆)', '2007-06-29(美国)']",布拉德·伯德,['\n        '],美食总动员 Ratatouille,8.4,布拉德·伯德,111 分钟,"['喜剧', '动画', '奇幻']"
341,0.3%,0.2%,2.2%,20.0%,77.4%,拉尔夫·理查德森,10103,['\n        '],['1982-12-04(美国)'],艾伦·吉布森,['\n        '],控方证人 Witness for the Prosecution,9.5,阿加莎·克里斯蒂,97分钟,"['剧情', '悬疑', '犯罪']"
342,1.1%,3.3%,21.9%,44.4%,29.3%,梁朝伟,407553,['\n        '],"['2013-01-08(中国大陆)', '2013-01-10(中国香港)', '2015-01-08(中国大陆 3D)', '2013-08-23(美国)']",王家卫,[' '],一代宗师 一代宗師,8.0,邹静之,111分钟(3D重映),"['剧情', '动作', '爱情', '传记']"
343,0.6%,4.0%,28.3%,39.7%,27.4%,丹尼尔·雷德克里夫,253394,['\n        '],"['2009-07-15(中国大陆)', '2009-07-06(英国)']",大卫·叶茨,['\n        '],哈利·波特与混血王子 Harry Potter and the Half-Blood Prince,7.8,史蒂夫·克洛夫斯,153 分钟,"['剧情', '奇幻', '冒险']"
344,0.1%,0.3%,5.4%,32.4%,61.8%,刘晓庆,64950,['\n        '],['1987-03-05(中国大陆上海首映)'],谢晋,['\n        '],芙蓉镇,9.1,阿城,164 分钟,"['剧情', '爱情']"
345,0.2%,0.5%,7.1%,36.7%,55.6%,杰里米·西奥伯德,115398,['\n        '],"['1998-09-12(多伦多电影节)', '1999-11-05(英国)']",克里斯托弗·诺兰,['\n        '],追随 Following,8.9,克里斯托弗·诺兰,69分钟,"['悬疑', '惊悚', '犯罪']"
346,0.2%,0.9%,13.8%,44.7%,40.4%,凯文·史派西,247320,['\n        '],"['1999-09-08(洛杉矶首映)', '1999-10-01(美国)']",萨姆·门德斯,['\n        '],美国丽人 American Beauty,8.5,艾伦·鲍尔,122分钟,"['剧情', '爱情', '家庭']"
347,0.1%,0.9%,17.3%,51.0%,30.7%,周润发,127566,['\n        '],['1989-12-14(中国香港)'],王晶,['\n        '],赌神 賭神,8.2,王晶,126 分钟,"['剧情', '喜剧']"
348,0.3%,1.5%,19.4%,51.1%,27.8%,汤姆·克鲁斯,340468,['\n        '],['2014-06-06(美国/中国大陆)'],道格·里曼,['\n        '],明日边缘 Edge of Tomorrow,8.1,克里斯托弗·麦奎里,114分钟(中国大陆),"['动作', '科幻']"
349,0.8%,3.3%,29.9%,47.7%,18.3%,黄晓明,491421,['\n        '],"['2013-05-17(中国大陆)', '2013-05-30(中国香港)']",陈可辛,['\n        '],中国合伙人,7.6,周智勇,112分钟,['剧情']
350,0.6%,3.0%,28.4%,46.4%,21.6%,詹姆斯·麦卡沃伊,302150,['\n        '],"['2016-06-03(中国大陆)', '2016-05-09(伦敦首映)', '2016-05-27(美国)']",布莱恩·辛格,[' '],X战警：天启 X-Men: Apocalypse,7.7,布莱恩·辛格,144分钟,"['动作', '科幻', '奇幻', '冒险']"
351,0.9%,2.6%,19.2%,42.3%,35.0%,杰夫·布里吉斯,209911,['\n        '],"['2015-10-16(中国大陆)', '2015-05-22(戛纳电影节)', '2015-07-29(法国)']",马克·奥斯本,['\n        '],小王子 Le Petit Prince,8.2,伊连娜·布里纳尔,108分钟,"['动画', '奇幻']"
352,0.3%,0.9%,10.8%,39.7%,48.4%,吴镇宇,142462,['\n        '],['1999-11-19(中国香港)'],杜琪峰,['\n        '],枪火 鎗火,8.7,游乃海,84分钟(香港),"['剧情', '动作', '犯罪']"
353,0.3%,0.8%,11.0%,42.7%,45.3%,史蒂芬·鲍德温,172800,['\n        '],"['1995-01-25(圣丹斯电影节)', '1995-09-15(美国)']",布莱恩·辛格,[' '],非常嫌疑犯 The Usual Suspects,8.6,克里斯托弗·麦奎里,106分钟,"['剧情', '悬疑', '惊悚', '犯罪']"
354,0.6%,3.8%,36.0%,43.2%,16.4%,克里斯·海姆斯沃斯,260713,['\n        '],['2013-11-08(中国大陆/美国)'],阿兰·泰勒,['\n        '],雷神2：黑暗世界 Thor: The Dark World,7.4,克里斯托弗·约斯特,112分钟,"['动作', '奇幻', '冒险']"
355,0.1%,0.7%,16.4%,51.3%,31.5%,克里斯·埃文斯,135861,['\n        '],['2017-04-12(美国)'],马克·韦布,['\n        '],天才少女 Gifted,8.3,汤姆·弗林,101分钟,"['剧情', '家庭']"
356,0.4%,2.0%,23.6%,50.2%,23.7%,莱昂纳多·迪卡普里奥,295492,['\n        '],"['2016-03-18(中国大陆)', '2015-12-16(美国加州)', '2016-01-08(美国)']",亚利桑德罗·冈萨雷斯·伊纳里图,['\n        '],荒野猎人 The Revenant,7.9,马克·L·史密斯,156分钟,"['剧情', '动作', '冒险']"
357,0.2%,1.0%,13.4%,49.0%,36.4%,王千源,242237,['\n        '],"['2011-07-15(中国大陆)', '2017-11-11(中国大陆重映)', '2010-09-11(多伦多电影节)']",张猛,['\n        '],钢的琴,8.4,张猛,119分钟,"['剧情', '喜剧']"
358,0.1%,0.3%,5.9%,35.7%,58.0%,莎莉·霍金斯,39357,['\n        '],"['2016-09-02(特柳赖德电影节)', '2017-08-04(爱尔兰)']",艾斯林·沃什,['\n        '],莫娣 Maudie,9.0,谢丽·怀特,115分钟,"['剧情', '爱情', '传记']"
359,0.2%,0.7%,11.9%,43.8%,43.5%,肖恩·康纳利,190832,['\n        '],['1996-06-07(美国)'],迈克尔·贝,['\n        '],勇闯夺命岛 The Rock,8.6,大卫·韦斯伯格,136分钟,"['动作', '冒险']"
360,0.2%,0.7%,13.7%,52.1%,33.3%,姜文,153695,['\n        '],"['1988-10-10(中国大陆)', '2018-10-12(中国大陆重映)', '1988-02(柏林电影节)']",张艺谋,[' '],红高粱,8.4,莫言,91分钟,"['剧情', '爱情', '历史', '战争']"
361,0.5%,1.3%,10.5%,36.1%,51.7%,艾伦·伯斯汀,151441,['\n        '],"['2000-05-14(戛纳电影节)', '2000-12-15(美国)']",达伦·阿伦诺夫斯基,['\n        '],梦之安魂曲 Requiem for a Dream,8.7,小胡伯特·塞尔比,102分钟,['剧情']
362,0.3%,1.9%,18.4%,43.4%,35.9%,入野自由,203155,['\n        '],['2013-05-31(日本)'],新海诚,['\n        '],言叶之庭 言の葉の庭,8.3,新海诚,46分钟(日本),"['爱情', '动画']"
363,0.2%,1.2%,19.2%,51.1%,28.3%,山姆·尼尔,223532,['\n        '],"['2013-08-20(中国大陆 3D)', '1993-06-11(美国)', '2013-04-05(美国)']",史蒂文·斯皮尔伯格,['\n        '],侏罗纪公园 Jurassic Park,8.1,迈克尔·克莱顿,127 分钟,"['科幻', '惊悚', '冒险']"
364,0.1%,0.6%,14.6%,47.9%,36.8%,佩吉·奥哈拉,117351,[' '],"['1991-09-29(纽约电影节)', '1991-11-22(美国)', '2012-01-13(美国)']",加里·特洛斯达勒,[' / '],美女与野兽 Beauty and the Beast,8.4,琳达·伍尔芙顿,84分钟,"['喜剧', '爱情', '动画', '歌舞', '奇幻']"
365,0.3%,1.2%,17.5%,52.8%,28.2%,周迅,367974,['\n        '],['2009-09-29(中国大陆)'],陈国富,[' '],风声,8.2,陈国富,118分钟,"['剧情', '惊悚', '战争', '犯罪']"
366,0.6%,2.8%,29.0%,49.2%,18.4%,徐峥,433915,['\n        '],['2010-06-04(中国大陆)'],叶伟民,['\n        '],人在囧途,7.6,田羽生,91分钟,['喜剧']
367,0.8%,2.5%,19.5%,44.2%,33.0%,陶泽如,178272,['\n        '],"['2016-05-06(中国大陆)', '2017-04-20(中国大陆重映)', '2013-09-25(金鸡百花电影节)']",吴天明,['\n        '],百鸟朝凤,8.1,吴天明,108分钟,['剧情']
368,0.2%,1.1%,17.1%,45.4%,36.2%,张国荣,149108,['\n        '],['1992-01-25(中国香港)'],高志森,[' '],家有喜事 家有囍事,8.3,谷德昭,100分钟,"['剧情', '喜剧', '爱情', '家庭']"
369,0.4%,1.5%,13.2%,39.6%,45.3%,休·杰克曼,255304,['\n        '],"['2013-02-28(中国大陆)', '2012-12-24(美国)']",汤姆·霍珀,['\n        '],悲惨世界 Les Misérables,8.6,威廉姆·尼克尔森,157分钟,"['剧情', '爱情', '歌舞']"
