,1星,2星,3星,4星,5星,actor,comment,country,date,director,language,name,score,scriptwriter,time,type
407,2.5%,11.9%,51.2%,27.6%,6.7%,阮如琼,2248,['\n        '],"['2018-09-07(多伦多电影节)', '2019-05-17(越南)']",阮芳英,['\n        '],三太太 Vợ Ba,6.5,阮芳英,96分钟,['剧情']
408,1.1%,9.3%,51.3%,28.2%,10.1%,罗美兰,13470,['\n        '],['2019-05-09(韩国)'],郑多元,[' '],女警 걸캅스,6.7,郑多元,107分钟,"['喜剧', '动作', '悬疑', '犯罪']"
409,13.0%,13.0%,39.1%,24.6%,10.1%,郑强,445,['\n        '],['2018-11-30(中国大陆)'],柏麟,['\n        '],天渠,6.1,韩炜,93分钟,['剧情']
410,2.7%,15.1%,50.8%,24.0%,7.4%,伊恩·麦柯肖恩,1112,['\n        '],['2019-05-31(美国)'],丹尼尔·米纳汉,['\n        '],朽木 Deadwood,6.4,大卫·米尔契,110分钟,['西部']
411,0.4%,1.6%,15.4%,43.7%,38.9%,长泽雅美,4837,['\n        '],['2019-05-17(日本)'],田中亮,['\n        '],行骗天下JP：浪漫篇 コンフィデンスマンJP,8.4,古泽良太,116分钟,"['喜剧', '悬疑']"
412,3.7%,12.9%,49.1%,24.2%,10.1%,山崎贤人,4334,['\n        '],['2019-04-19(日本)'],佐藤信介,[' '],王者天下 キングダム,6.5,黑岩勉,134分钟,"['剧情', '历史', '战争', '古装']"
413,0.9%,3.6%,40.1%,44.3%,11.1%,马提亚斯·修奈尔,2915,['\n        '],"['2019-01-31(圣丹斯电影节)', '2019-06-19(法国)']",劳瑞·德·克莱蒙特-托奈尔,['\n        '],野马 The Mustang,7.2,莫娜·法斯特欧德,96分钟(圣丹斯电影节),['剧情']
414,0.9%,4.1%,36.6%,44.1%,14.4%,萝丝·拜恩,10381,['\n        '],"['2019-01-25(圣丹斯电影节)', '2019-07-18(澳大利亚)']",格兰特·斯布托尔,['\n        '],吾乃母亲 I Am Mother,7.3,格兰特·斯布托尔,114分钟(圣丹斯电影节),"['科幻', '惊悚']"
415,4.0%,16.2%,52.7%,20.0%,7.1%,安德烈·切尔内绍夫,574,['\n        '],"['2018-10-25(俄罗斯)', '2019-01-22(德国)']",康斯坦尼·马科斯莫夫,['\n        '],坚不可摧 Несокрушимый,6.2,瓦列丽娅·拜克耶娃,90分钟,"['剧情', '历史', '战争']"
416,0.6%,4.4%,35.5%,44.8%,14.7%,桑德琳娜·基贝兰,799,['\n        '],['2018-12-05(法国)'],珍妮·亨利,['\n        '],孤儿 Pupille,7.4,珍妮·亨利,110分钟,['剧情']
417,2.5%,10.5%,40.2%,34.6%,12.2%,安田显,466,['\n        '],['2018-09-14(日本)'],吉田惠辅,['\n        '],亲爱的艾琳 愛しのアイリーン,6.9,新井英树,137分钟,['爱情']
418,5.6%,17.7%,50.8%,17.4%,8.5%,王海涛,1491,['\n        '],"['2019-04-26(中国大陆)', '2018-10-18(华沙电影节)']",左志国,['\n        '],云雾笼罩的山峰,6.1,左志国,91分钟,"['剧情', '悬疑']"
419,5.2%,26.9%,54.5%,10.8%,2.6%,凯瑟琳·普雷斯科特,3489,['\n        '],['2019-01-10(德国)'],拉尔斯·克列夫伯格,['\n        '],拍栗得 Polaroid,5.6,布莱尔·巴特勒,88分钟,"['剧情', '惊悚', '恐怖']"
420,4.4%,23.6%,51.6%,16.5%,4.0%,苏菲·特纳,167308,['\n        '],"['2019-06-06(中国大陆)', '2019-06-07(美国)']",西蒙·金伯格,['\n        '],X战警：黑凤凰 Dark Phoenix,5.8,西蒙·金伯格,114分钟,"['动作', '科幻', '冒险']"
421,12.9%,28.6%,39.3%,14.2%,5.0%,陈飞宇,74301,['\n        '],['2019-06-06(中国大陆)'],章笛沙,['\n        '],最好的我们,5.4,章笛沙,110分钟,"['剧情', '爱情']"
422,0.6%,6.9%,46.6%,34.8%,11.1%,帕顿·奥斯瓦尔特,68190,['\n        '],"['2019-07-05(中国大陆)', '2019-06-07(美国)']",克里斯·雷纳德,['\n        '],爱宠大机密2 The Secret Life of Pets 2,7.0,布莱恩·林奇,86分钟,"['喜剧', '动画', '冒险']"
423,5.8%,30.1%,50.6%,11.3%,2.2%,梁家辉,99877,['\n        '],['2019-06-06(中国大陆)'],王晶,['\n        '],追龙Ⅱ 追龍2：賊王,5.5,王晶,103分钟,"['剧情', '动作', '犯罪']"
424,1.3%,10.0%,51.8%,27.1%,9.8%,斯科特·阿金斯,2373,['\n        '],['2019-05-24(美国)'],杰西·约翰逊,['\n        '],复仇者 Avengement,6.7,斯图·斯莫尔,90分钟,"['动作', '犯罪']"
425,3.2%,18.9%,53.9%,18.0%,6.0%,克里斯汀·斯图尔特,767,['\n        '],['2018-09-10(多伦多电影节)'],贾斯汀·凯利,['\n        '],JT·莱罗伊 JT Leroy,6.1,贾斯汀·凯利,105分钟,"['剧情', '传记']"
426,10.2%,23.1%,39.5%,20.5%,6.6%,约翰·古德曼,2352,['\n        '],['2019-03-15(美国)'],鲁伯特·瓦耶特,['\n        '],俘虏国度 Captive State,5.8,埃丽卡·比尼,109分钟,"['科幻', '惊悚']"
427,0.7%,5.3%,45.3%,34.7%,14.0%,约瑟夫·梅,1368,['\n        '],"['2019-05-31(中国大陆)', '2018-07-20(英国)']",大卫·斯特登,['\n        '],托马斯大电影之世界探险记 Thomas & Friends: Big World! Big Adventures! The Movie,7.1,安德鲁·布瑞纳,85分钟,"['动画', '儿童']"
428,0.6%,2.7%,34.8%,47.9%,14.0%,文森特·拉科斯特,1399,['\n        '],"['2018-08-31(威尼斯电影节)', '2018-11-21(法国)']",米夏埃尔·艾斯,['\n        '],阿曼达 Amanda,7.4,莫德·阿美林,107分钟,['剧情']
429,2.1%,10.6%,44.4%,32.4%,10.4%,陈敬权,443,['\n        '],['2018-03-28(新加坡)'],陈敬权,['\n        '],冲绳豆腐之恋 Jimami Tofu,6.8,陈敬权,121分钟,"['剧情', '爱情']"
430,5.8%,25.6%,43.9%,17.3%,7.4%,艾狄森·蒂姆林,716,['\n        '],['2019-05-14(美国)'],乔什·加诺维茨,['\n        '],机器生活 Life Like,5.9,乔什·加诺维茨,95分钟,['科幻']
431,8.5%,29.0%,46.0%,11.9%,4.6%,姜艺媛,772,['\n        '],['2019-04-17(韩国)'],金圣基,['\n        '],监视 왓칭,5.5,金圣基,97分钟,['惊悚']
432,0.6%,4.4%,36.6%,42.1%,16.3%,水田山葵,29235,['\n        '],"['2019-06-01(中国大陆)', '2019-03-01(日本)']",八锹新之介,['\n        '],哆啦A梦：大雄的月球探险记 映画ドラえもん のび太の月面探査記,7.4,藤子·F·不二雄,111分钟,"['剧情', '动画']"
433,7.9%,28.3%,46.5%,12.9%,4.5%,伊丽莎白·班克斯,9385,['\n        '],['2019-05-24(美国)'],大卫·雅洛维斯基,['\n        '],魔童 Brightburn,5.6,布莱恩·戈恩,91分钟,['恐怖']
434,13.8%,34.4%,38.7%,8.3%,4.7%,杰克·戈尔,771,['\n        '],['2019-05-24(美国)'],约瑟夫·麦克金提·尼彻,['\n        '],环球卫士 Rim Of The World,5.1,扎克·施坦茨,98分钟,"['科幻', '冒险']"
435,8.7%,29.0%,43.6%,11.6%,7.1%,葵若菜,519,['\n        '],['2018-08-01(日本)'],古泽健,['\n        '],青夏：恋上你的30日 青夏 きみに恋した30日,5.6,持地佑季子,113分钟,"['剧情', '爱情', '冒险']"
436,4.7%,19.9%,44.6%,23.0%,7.7%,榎木淳弥,4407,['\n        '],"['2019-07-12(中国大陆)', '2018-11-30(日本)']",吉泽俊一,['\n        '],机动战士高达NT 機動戦士ガンダム NT（ナラティブ）,6.2,福井晴敏,90分钟,"['科幻', '动画', '战争']"
437,1.1%,4.7%,43.1%,39.0%,12.1%,廉晶雅,1460,['\n        '],['2019-04-11(韩国)'],金允石,['\n        '],未成年 미성년,7.1,金允石,96分钟,['剧情']
438,0.9%,6.6%,41.3%,39.3%,11.9%,塔伦·埃格顿,8658,['\n        '],"['2019-05-16(戛纳电影节)', '2019-05-22(英国)', '2019-05-31(美国)']",德克斯特·弗莱彻,[' '],火箭人 Rocketman,7.1,李·哈尔,121分钟,"['剧情', '同性', '音乐', '传记']"
439,0.9%,8.2%,50.7%,30.7%,9.4%,尼古拉斯·霍尔特,4340,['\n        '],"['2019-05-03(英国)', '2019-05-10(美国)']",多姆·卡如库斯基,['\n        '],托尔金 Tolkien,6.8,大卫·格里森,112分钟,"['剧情', '传记']"
440,8.3%,26.2%,44.3%,17.0%,4.2%,科洛·塞维尼,10174,['\n        '],"['2019-05-14(戛纳电影节)', '2019-06-14(美国)']",吉姆·贾木许,['\n        '],丧尸未逝 The Dead Don't Die,5.7,吉姆·贾木许,104分钟,"['喜剧', '恐怖']"
441,0.4%,1.7%,19.9%,53.9%,24.1%,安德丽·贝斯孔,4258,['\n        '],"['2018-05-14(戛纳电影节)', '2018-11-14(法国)']",安德丽·贝斯孔,['\n        '],不能说的游戏 Les chatouilles,8.0,安德丽·贝斯孔,103分钟,['剧情']
442,1.5%,6.6%,40.8%,38.7%,12.4%,比妮·费尔德斯坦,11707,['\n        '],"['2019-03-10(西南偏南电影节)', '2019-05-24(美国)']",奥利维亚·王尔德,['\n        '],高材生 Booksmart,7.1,苏珊娜·福格尔,102分钟,"['喜剧', '同性']"
443,0.2%,0.8%,16.4%,49.9%,32.7%,申河均,29010,['\n        '],['2019-05-01(韩国)'],陆相孝,['\n        '],我的一级兄弟 나의 특별한 형제,8.3,陆相孝,114分钟,['喜剧']
444,0.3%,0.8%,10.3%,46.5%,42.1%,安东尼奥·班德拉斯,30758,['\n        '],"['2019-03-13(马德里首映)', '2019-03-22(西班牙)', '2019-05-17(戛纳电影节)']",佩德罗·阿莫多瓦,['\n        '],痛苦与荣耀 Dolor y gloria,8.6,佩德罗·阿莫多瓦,113分钟,"['剧情', '同性']"
445,1.3%,10.2%,41.3%,34.7%,12.4%,马思琪,1190,['\n        '],"['2019-08-05(中国大陆)', '2018-10-17(平遥国际电影展)']",刘苗苗,['\n        '],红花绿叶,6.9,刘苗苗,96分钟,"['剧情', '爱情']"
446,5.6%,27.7%,46.5%,14.2%,6.0%,韩石圭,844,['\n        '],"['2019-02-08(柏林电影节)', '2019-03-20(韩国)']",李铢真,['\n        '],偶像 우상,5.7,李铢真,144分钟,"['惊悚', '犯罪']"
447,8.8%,23.2%,48.5%,15.4%,4.1%,艾莉森·威廉姆斯,2869,['\n        '],"['2018-09-20(奇幻电影节)', '2019-05-24(美国)']",理查德·谢帕德,['\n        '],完美琴仇 The Perfection,5.7,理查德·谢帕德,90分钟,"['剧情', '惊悚', '恐怖']"
448,2.9%,13.1%,53.2%,21.2%,9.6%,约翰·亚伯拉罕,397,['\n        '],['2018-05-25(印度)'],埃比克·沙尔曼,['\n        '],核弹英雄 Parmanu: The Story of Pokhran,6.4,塞尔温·恰德尔斯,129分钟,"['剧情', '动作', '历史']"
449,1.0%,3.1%,29.1%,48.7%,18.1%,郑人硕,3942,['\n        '],['2019-01-23(中国台湾)'],黄朝亮,['\n        '],寒单 寒單,7.6,黄朝亮,125分钟,['剧情']
450,0.3%,0.7%,9.5%,43.3%,46.2%,宋康昊,487770,['\n        '],"['2019-05-21(戛纳电影节)', '2019-05-30(韩国)']",奉俊昊,['\n        '],寄生虫 기생충,8.7,奉俊昊,132分钟,"['剧情', '喜剧']"
451,1.0%,9.4%,49.4%,30.9%,9.2%,筱原凉子,2279,['\n        '],['2018-11-16(日本)'],堤幸彦,['\n        '],沉睡的人鱼之家 人魚の眠る家,6.8,篠崎绘里子,120分钟,['剧情']
452,3.2%,16.3%,48.8%,24.8%,6.9%,凯尔·钱德勒,179953,['\n        '],"['2019-05-31(中国大陆/美国)', '2019-05-25(大规模点映)']",迈克尔·道赫蒂,[' '],哥斯拉2：怪兽之王 Godzilla: King of the Monsters,6.3,迈克尔·道赫蒂,132分钟,"['动作', '科幻', '冒险', '灾难']"
453,1.3%,5.6%,44.8%,39.1%,9.3%,朱丽安·摩尔,2103,['\n        '],"['2018-09-07(多伦多电影节)', '2019-03-08(美国)']",塞巴斯蒂安·莱里奥,['\n        '],葛洛莉亚·贝尔 Gloria Bell,7.0,爱丽丝·约翰逊·玻尔,102分钟,"['剧情', '爱情']"
454,7.1%,31.7%,45.1%,12.3%,3.8%,艾米·波勒,572,['\n        '],['2019-05-10(美国)'],艾米·波勒,['\n        '],酒乡 Wine Country,5.5,利兹·卡科斯基,103分钟,['喜剧']
455,3.9%,13.3%,53.4%,20.1%,9.4%,安德烈·梅尔兹利金,473,['\n        '],['2018-04-26(俄罗斯)'],基姆·德鲁日宁,['\n        '],坦克 Танки,6.4,纳扎罗夫·安德烈,95分钟,"['喜剧', '动作', '历史']"
456,0.6%,4.2%,31.0%,44.7%,19.5%,约翰尼·德普,11207,['\n        '],"['2018-10-05(苏黎世电影节)', '2019-05-17(美国)']",韦恩·罗伯茨,['\n        '],教授 The Professor,7.6,韦恩·罗伯茨,90分钟,"['剧情', '喜剧']"
457,8.9%,31.6%,42.1%,12.1%,5.3%,塞巴斯蒂安·斯坦,1009,['\n        '],"['2018-09-22(洛杉矶电影节)', '2019-05-17(美国)']",史黛西·帕松,['\n        '],我们一直住在城堡里 We Have Always Lived in the Castle,5.5,马克·克鲁格,90分钟,"['剧情', '悬疑', '惊悚']"
458,6.8%,20.2%,46.0%,21.8%,5.3%,桥本爱,700,['\n        '],"['2018-10-09(温哥华电影节)', '2018-10-19(日本)']",广木隆一,['\n        '],这里好无聊，快来接我 ここは退屈迎えに来て,6.0,樱井智也,98分钟,['剧情']
459,2.4%,12.7%,51.4%,24.6%,8.9%,白洲迅,2449,['\n        '],['2019-02-08(日本)'],原桂之介,['\n        '],后街女孩 Back Street Girls ゴクドルズ,6.5,Jasmine Gyuh,88分钟,['剧情']
460,0.4%,3.1%,31.5%,47.2%,17.7%,梅纳·玛索德,198547,['\n        '],['2019-05-24(美国/中国大陆)'],盖·里奇,[' '],阿拉丁 Aladdin,7.6,盖·里奇,128分钟,"['爱情', '歌舞', '奇幻', '冒险']"
461,4.7%,21.5%,48.5%,19.8%,5.5%,藤冈靛,463,['\n        '],['2018-05-26(日本)'],深田晃司,['\n        '],奔向大海 海を駆ける,6.0,深田晃司,107分钟,"['剧情', '奇幻']"
462,5.8%,18.9%,49.6%,22.3%,3.4%,杰森·帕特里克,474,['\n        '],['2018-10-19(美国)'],斯科特·马丁,['\n        '],大杀特杀 Big Kill,6.0,斯科特·马丁,126分钟,"['动作', '西部']"
463,0.7%,3.4%,27.3%,50.8%,17.9%,米基·马诺伊洛维奇,553,['\n        '],['2018-10-31(东京电影节)'],法伊特·赫尔默,['\n        '],文胸奇缘 The Bra,7.6,法伊特·赫尔默,90分钟,['喜剧']
464,0.7%,4.2%,39.7%,42.5%,12.9%,达伦·克里斯,3945,['\n        '],['2019-05-14(美国)'],杰克·卡斯托雷纳,['\n        '],蝙蝠侠大战忍者神龟 Batman Vs. Teenage Mutant Ninja Turtles,7.3,马尔利·哈尔彭-格雷瑟,87分钟,"['动作', '动画', '冒险']"
465,7.9%,25.0%,47.6%,14.5%,5.0%,土屋太凤,592,['\n        '],['2018-12-14(日本)'],平川雄一朗,['\n        '],守望春天的我们 春待つ僕ら,5.7,冈崎聪子,108分钟,['爱情']
466,9.3%,38.9%,40.1%,8.0%,3.7%,汤怡,640,['\n        '],"['2018-05-31(中国香港)', '2019-08-07(中国大陆)', '2018-04-16(北京电影节)']",刘伟恒,['\n        '],某日某月,5.2,王沛然,96分钟,['爱情']
467,3.3%,20.8%,45.2%,22.0%,8.6%,亚历杭德拉·劳拉,396,['\n        '],['2018-10-19(德国)'],露丝·考德利,['\n        '],欲后 ¿Cómo te llamas?,6.2,露丝·考德利,93分钟,"['剧情', '同性']"
468,1.2%,8.5%,46.0%,31.7%,12.6%,丹尼斯·奎德,65132,['\n        '],['2019-05-17(美国/中国大陆)'],盖尔·曼库索,['\n        '],一条狗的使命2 A Dog's Journey,6.9,W·布鲁斯·卡梅伦,108分钟,"['剧情', '喜剧', '家庭']"
469,1.8%,5.1%,34.3%,41.1%,17.6%,趣里,4802,['\n        '],['2018-11-09(日本)'],关根光才,['\n        '],只有爱能让我生存 生きてるだけで、愛。,7.4,本谷有希子,109分钟,['爱情']
470,5.9%,26.5%,48.8%,14.7%,4.2%,杉咲花,7209,['\n        '],['2019-01-25(日本)'],堤幸彦,['\n        '],十二个想死的孩子 十二人の死にたい子どもたち,5.7,仓持裕,117分钟,['悬疑']
471,3.0%,12.7%,48.7%,25.6%,10.0%,吉娜·罗德里格兹,1629,['\n        '],['2019-04-19(美国)'],詹尼弗·凯廷·罗宾逊,['\n        '],大人物 Someone Great,6.5,詹尼弗·凯廷·罗宾逊,92分钟,"['喜剧', '爱情']"
472,0.9%,3.7%,24.9%,43.6%,26.8%,基努·里维斯,90533,['\n        '],['2019-05-17(美国)'],查德·斯塔赫斯基,['\n        '],疾速备战 John Wick: Chapter 3 - Parabellum,7.8,德里克·科尔斯塔,131分钟,"['动作', '惊悚', '犯罪']"
473,4.6%,27.8%,48.9%,12.4%,6.2%,安德烈·米罗诺夫-乌达洛夫,809,['\n        '],['2019-01-27(俄罗斯)'],阿列克谢·科茨洛夫,['\n        '],拯救列宁格勒 Спасти Ленинград,5.8,阿列克谢·科茨洛夫,96分钟,"['剧情', '爱情', '战争']"
474,7.5%,29.0%,43.4%,15.3%,4.7%,纳迪娅·亚历山大,531,['\n        '],"['2018-04-21(翠贝卡电影节)', '2018-10-12(奥地利)']",贾斯汀·P·兰格,['\n        '],黑暗 The Dark,5.6,贾斯汀·P·兰格,95分钟,['恐怖']
475,3.1%,15.6%,49.6%,20.9%,10.9%,弗朗索瓦·西维尔,449,['\n        '],['2018-01-03(法国)'],雅恩·戈斯兰,['\n        '],筋疲力尽 Burn Out,6.4,鲍勃·布克霍尔兹,107分钟,"['动作', '惊悚']"
476,0.7%,7.7%,53.3%,28.8%,9.5%,阿尔·帕西诺,362,['\n        '],['2018-04-07(美国)'],巴瑞·莱文森,['\n        '],帕特诺 Paterno,6.8,黛博拉·卡恩,105分钟,"['剧情', '传记']"
477,4.1%,27.2%,51.7%,13.3%,3.8%,安妮·海瑟薇,13812,['\n        '],['2019-05-10(美国)'],克里斯·艾迪生,['\n        '],偷心女盗 The Hustle,5.7,斯坦利·沙皮罗,93分钟,['喜剧']
478,1.8%,7.8%,40.2%,36.0%,14.2%,畠中祐,3298,['\n        '],['2019-05-10(日本)'],荒木哲郎,['\n        '],甲铁城的卡巴内瑞：海门决战 甲鉄城のカバネリ ～海門決戦～,7.1,大河内一楼,82分钟,"['剧情', '动作', '动画']"
479,13.7%,26.5%,48.7%,8.5%,2.6%,季晨,714,['\n        '],['2019-04-25(中国大陆)'],侯国涛,['\n        '],傀儡姬,5.2,王曼丽,72分钟,"['悬疑', '奇幻']"
480,2.5%,9.5%,39.7%,30.8%,17.5%,胡军,1774,['\n        '],"['2019-05-17(中国大陆)', '2019-04-13(北京国际电影节)']",西尔扎提·亚合甫,['\n        '],音乐家,7.0,张遂遂,104分钟,"['剧情', '历史']"
481,3.2%,17.1%,54.3%,19.2%,6.2%,佐藤健,2037,['\n        '],['2018-10-19(日本)'],大友启史,['\n        '],亿男 億男,6.2,川村元气,116分钟,['剧情']
482,13.0%,37.8%,36.3%,8.8%,4.2%,拉腊·罗西,4253,['\n        '],"['2019-01-16(芬兰)', '2019-03-21(德国)']",提莫·沃伦索拉,['\n        '],钢铁苍穹2：即临种族 Iron Sky: The Coming Race,5.1,达兰·穆森,92分钟,"['喜剧', '动作', '科幻']"
483,2.1%,11.9%,60.5%,19.6%,5.8%,里卡多·斯卡马乔,687,['\n        '],['2019-04-19(意大利)'],雷纳托·德·马里亚,['\n        '],无情暴虐 Lo spietato,6.3,雷纳托·德·马里亚,111分钟,"['剧情', '犯罪']"
484,0.9%,3.3%,30.4%,46.7%,18.8%,薛景求,3392,['\n        '],['2019-04-03(韩国)'],李钟言,['\n        '],生日 생일,7.6,李钟言,120分钟,['剧情']
485,1.4%,10.6%,51.7%,26.4%,9.8%,李善均,2552,['\n        '],['2019-03-20(韩国)'],李桢凡,['\n        '],恶霸警察 악질경찰,6.7,李桢凡,127分钟,"['剧情', '犯罪']"
486,1.6%,3.2%,27.4%,46.3%,21.6%,马顺洗,1115,['\n        '],['2018-05-11(中国大陆)'],徐耿,['\n        '],破门,7.7,许波,104分钟,['剧情']
487,5.3%,15.2%,38.6%,31.1%,9.8%,奥野壮,1535,['\n        '],['2018-12-22(日本)'],山口恭平,['\n        '],假面骑士平成世代 FOREVER 仮面ライダー平成ジェネレーションズ FOREVER,6.5,下山健人,100分钟,"['动作', '科幻', '儿童']"
488,3.7%,27.1%,50.6%,13.2%,5.4%,吉娜·罗德里格兹,586,['\n        '],['2019-02-01(美国)'],凯瑟琳·哈德威克,['\n        '],选美小姐 Miss Bala,5.8,加雷斯·邓内特-阿尔科塞,104分钟,['剧情']
489,3.7%,15.0%,52.7%,21.7%,6.9%,约翰·库萨克,596,['\n        '],['2019-03-15(美国)'],伊万·卡瓦纳,['\n        '],永生之地 Never Grow Old,6.3,伊万·卡瓦纳,100分钟,"['动作', '犯罪', '西部']"
490,1.9%,14.9%,40.2%,34.2%,8.9%,南吉,839,['\n        '],['2019-02-11(柏林电影节)'],相梓,['\n        '],再见 南屏晚钟,6.7,相梓,107分钟,"['剧情', '同性', '家庭']"
491,3.8%,13.6%,33.5%,35.3%,13.8%,马伊琍,2464,['\n        '],"['2019-05-10(中国大陆)', '2018-06-17(上海电影节)']",胡玫,['\n        '],进京城,6.8,邹静之,113分钟,"['剧情', '历史', '古装']"
492,2.1%,11.1%,50.7%,27.9%,8.3%,查理兹·塞隆,8877,['\n        '],"['2019-03-09(西南偏南电影节)', '2019-05-03(美国)']",乔纳森·莱文,['\n        '],全民追女王 Long Shot,6.6,丹·斯特林,125分钟,['喜剧']
493,0.8%,8.0%,51.1%,31.1%,9.0%,休·杰克曼,2167,['\n        '],['2019-04-12(美国)'],克里斯·巴特勒,['\n        '],遗失的环节 Missing Link,6.8,克里斯·巴特勒,95分钟,"['动画', '冒险']"
494,1.8%,12.5%,51.5%,26.5%,7.7%,瑞恩·雷诺兹,274884,['\n        '],['2019-05-10(美国/中国大陆)'],罗伯·莱特曼,[' '],大侦探皮卡丘 Pokémon Detective Pikachu,6.5,丹·埃尔南德斯,104分钟,"['喜剧', '动画', '奇幻', '冒险']"
495,0.5%,4.8%,35.3%,45.3%,14.1%,杰·科特尼,1665,['\n        '],['2019-01-10(澳大利亚)'],肖恩·斯伊特,['\n        '],鹈鹕的故事 Storm Boy,7.4,贾斯廷·蒙霍,99分钟,"['剧情', '家庭']"
496,3.1%,2.8%,10.0%,27.1%,56.9%,福山润,1375,['\n        '],['2019-02-09(日本)'],谷口悟朗,['\n        '],代号基亚斯：复活的鲁路修 コードギアス 復活のルルーシュ,8.6,大河内一楼,112分钟,['动画']
497,1.0%,3.6%,33.4%,47.6%,14.3%,伊赫斯·贝尔本,2100,['\n        '],['2018-10-18(德国)'],宋克·沃特曼,['\n        '],一次聚会 Der Vorname,7.4,克劳迪厄斯·普拉金,91分钟,['喜剧']
498,1.7%,8.6%,52.8%,29.7%,7.2%,莉莉·柯林斯,5613,['\n        '],['2019-01-26(圣丹斯电影节)'],乔·伯灵格,['\n        '],"极端邪恶 Extremely Wicked, Shockingly Evil and Vile",6.6,伊丽莎白·肯德尔,108分钟(圣丹斯电影节),['惊悚']
499,0.5%,3.3%,33.5%,44.7%,18.0%,安娜·帕奎因,3128,['\n        '],"['2018-09-09(多伦多电影节)', '2019-05-03(美国)']",安娜贝尔·杨科尔,['\n        '],告诉蜜蜂 Tell It to the Bees,7.5,亨里埃塔·阿什沃思,106分钟,"['剧情', '爱情']"
500,5.8%,26.3%,53.2%,11.5%,3.2%,安娜·穆格拉利斯,344,['\n        '],['2018-06-27(爱丁堡电影节)'],弗兰克·里比埃尔,['\n        '],以遇刺为生的女人 The Most Assassinated Woman in the World,5.6,詹姆斯·查科,102分钟,"['剧情', '悬疑', '惊悚']"
